Day,Date,Time,App,CPU(%),Memory(KB),Launch Frequency,Window Status,Session Duration (min)
Saturday,16-11-2024,10:42.5,Zoom,2.07,431355,3,Active,29
Saturday,16-11-2024,11:01.1,Slack,0.97,204768,1,Inactive,59
Saturday,16-11-2024,12:32.9,Jira,2.71,642186,3,Inactive,8
Saturday,16-11-2024,13:00.8,Outlook,0.17,597638,3,Inactive,35
Saturday,16-11-2024,14:45.5,Outlook,0.73,182976,1,Inactive,33
Saturday,16-11-2024,15:59.8,VSCode,4.66,386467,2,Active,50
Saturday,16-11-2024,16:26.8,Jira,4.28,769614,2,Active,14
Saturday,16-11-2024,17:46.1,GitHub Desktop,0.36,654447,2,Active,52
Saturday,16-11-2024,18:48.9,Git,1.78,550975,2,Inactive,60
Saturday,16-11-2024,19:48.6,Microsoft Teams,2.36,467373,3,Active,28
Saturday,16-11-2024,20:17.0,Windows Terminal,0.96,234130,1,Active,37
Saturday,16-11-2024,21:20.9,Jira,1.87,381390,1,Active,48
Saturday,16-11-2024,22:27.3,Zoom,3.3,399061,3,Inactive,26
Saturday,16-11-2024,23:47.2,Postman,4.24,180429,1,Active,17
Saturday,16-11-2024,24:10.0,Figma,1.5,663365,3,Inactive,48
Saturday,16-11-2024,25:39.8,Slack,2.31,517484,1,Active,47
Saturday,16-11-2024,26:18.7,GitHub Desktop,2.5,132196,1,Inactive,48
Saturday,16-11-2024,27:10.9,Slack,4.5,470808,3,Active,46
Saturday,16-11-2024,28:34.1,Slack,3.07,505824,1,Active,21
Saturday,16-11-2024,29:21.7,Postman,0.26,738457,1,Inactive,51
Saturday,16-11-2024,30:34.5,Edge,1.41,340582,2,Active,24
Saturday,16-11-2024,31:00.0,Chrome,2.62,515591,2,Inactive,37
Saturday,16-11-2024,32:18.5,Slack,4.23,462115,1,Inactive,21
Saturday,16-11-2024,33:17.0,Netflix,1.38,548263,1,Active,57
Saturday,16-11-2024,34:34.9,Netflix,3.47,598190,3,Active,33
Saturday,16-11-2024,35:45.8,Outlook,0.63,772962,3,Inactive,20
Saturday,16-11-2024,36:41.6,Chrome,0.82,578667,3,Inactive,60
Saturday,16-11-2024,37:34.8,Discord,4.04,695484,3,Inactive,42
Saturday,16-11-2024,38:33.5,Edge,4.44,727940,1,Inactive,25
Saturday,16-11-2024,39:30.6,Edge,4.2,209737,2,Inactive,48
Saturday,16-11-2024,40:08.3,Discord,1.24,193891,3,Inactive,50
Saturday,16-11-2024,41:16.2,Jira,0.75,313631,3,Active,42
Saturday,16-11-2024,42:28.2,Windows Terminal,1.25,695604,1,Active,12
Saturday,16-11-2024,43:41.7,Outlook,2.55,510933,1,Active,16
Saturday,16-11-2024,44:33.9,Windows Terminal,4.63,706154,3,Active,15
Saturday,16-11-2024,45:09.1,Microsoft Teams,4.1,115626,1,Active,16
Saturday,16-11-2024,46:56.0,VSCode,0.41,647379,2,Inactive,32
Saturday,16-11-2024,47:24.1,Microsoft Teams,4.56,632596,3,Inactive,50
Saturday,16-11-2024,48:24.1,VSCode,2.78,409824,1,Inactive,29
Saturday,16-11-2024,49:50.1,Zoom,0.4,346658,3,Inactive,25
Saturday,16-11-2024,50:41.3,Slack,2.99,149665,2,Inactive,31
Saturday,16-11-2024,51:50.8,Outlook,3.24,304459,2,Inactive,31
Saturday,16-11-2024,52:55.6,Spotify,4.18,202401,1,Active,17
Saturday,16-11-2024,53:46.8,VSCode,2.34,523915,1,Active,28
Saturday,16-11-2024,54:52.9,Jira,4.72,716904,2,Inactive,58
Saturday,16-11-2024,55:04.3,VSCode,4.52,148315,2,Inactive,47
Saturday,16-11-2024,56:24.4,Jira,0.55,113675,3,Inactive,28
Saturday,16-11-2024,57:19.9,Slack,3.57,335715,2,Active,56
Saturday,16-11-2024,58:28.6,Spotify,0.59,743949,3,Inactive,54
Saturday,16-11-2024,59:39.5,Microsoft Teams,2.66,115775,2,Active,32
Saturday,16-11-2024,00:26.6,Postman,1.54,247667,2,Inactive,15
Saturday,16-11-2024,01:24.6,Figma,3.95,653600,1,Inactive,40
Saturday,16-11-2024,02:35.5,Chrome,2.42,792492,3,Inactive,55
Saturday,16-11-2024,03:39.1,Netflix,0.25,720087,2,Active,28
Saturday,16-11-2024,04:29.9,Slack,2.89,495370,1,Active,13
Saturday,16-11-2024,05:02.0,Slack,0.75,475921,2,Active,29
Saturday,16-11-2024,06:00.3,Slack,2.81,106128,3,Inactive,13
Saturday,16-11-2024,07:04.8,Figma,1.87,635294,2,Active,34
Saturday,16-11-2024,08:31.5,Zoom,3.56,244671,2,Inactive,29
Saturday,16-11-2024,09:38.2,Slack,0.57,776311,3,Active,22
Saturday,16-11-2024,10:05.6,Discord,4.71,556909,2,Active,15
Saturday,16-11-2024,11:09.6,Git,1.74,716179,1,Inactive,8
Saturday,16-11-2024,12:51.7,Jira,3.63,484241,2,Active,11
Saturday,16-11-2024,13:52.6,Netflix,3.44,490959,2,Active,25
Saturday,16-11-2024,14:27.8,Windows Terminal,0.72,706053,1,Active,59
Saturday,16-11-2024,15:55.4,Git,4.17,702430,1,Active,9
Saturday,16-11-2024,16:40.4,IntelliJ IDEA,4.63,458792,2,Inactive,8
Saturday,16-11-2024,17:29.2,Postman,4.15,391971,2,Active,37
Saturday,16-11-2024,18:11.0,Outlook,3.09,393599,1,Active,10
Saturday,16-11-2024,19:31.5,Windows Terminal,1,374535,3,Inactive,20
Saturday,16-11-2024,20:05.1,Notepad++,0.46,668585,2,Active,35
Saturday,16-11-2024,21:04.1,Netflix,4.72,772640,3,Active,10
Saturday,16-11-2024,22:07.6,Netflix,4.88,740070,1,Inactive,56
Saturday,16-11-2024,23:06.9,Slack,1.64,548165,1,Active,52
Saturday,16-11-2024,24:23.2,Figma,0.36,697176,1,Active,7
Saturday,16-11-2024,25:02.5,Slack,4.07,722485,2,Active,5
Saturday,16-11-2024,26:30.3,Slack,4.4,701885,2,Inactive,49
Saturday,16-11-2024,27:18.2,Edge,4.01,647254,2,Inactive,42
Saturday,16-11-2024,28:35.6,Postman,4.34,532144,2,Active,43
Saturday,16-11-2024,29:16.3,Git,3.85,533501,3,Active,44
Saturday,16-11-2024,30:50.8,Windows Terminal,4.64,597166,1,Inactive,56
Saturday,16-11-2024,31:34.1,Postman,4.52,174158,1,Inactive,26
Saturday,16-11-2024,32:02.2,Netflix,3.9,796241,3,Inactive,19
Saturday,16-11-2024,33:43.2,Slack,2.39,411185,1,Inactive,33
Saturday,16-11-2024,34:16.5,IntelliJ IDEA,1.75,258737,2,Active,30
Saturday,16-11-2024,35:55.3,Outlook,2.23,550118,2,Active,42
Saturday,16-11-2024,36:35.2,Jira,4.47,668267,3,Active,40
Saturday,16-11-2024,37:19.2,Spotify,4.02,501211,3,Inactive,30
Saturday,16-11-2024,38:58.1,Outlook,0.33,450216,1,Inactive,57
Saturday,16-11-2024,39:29.0,Jira,3.55,512586,2,Inactive,44
Saturday,16-11-2024,40:21.4,Slack,1.88,516353,1,Active,41
Saturday,16-11-2024,41:11.8,VSCode,3.01,667114,2,Inactive,11
Saturday,16-11-2024,42:02.5,Zoom,3.68,798438,3,Active,19
Saturday,16-11-2024,43:07.0,Slack,4.98,585175,3,Inactive,11
Saturday,16-11-2024,44:38.7,VSCode,0.8,409258,3,Inactive,48
Saturday,16-11-2024,45:24.1,GitHub Desktop,0.92,124948,2,Inactive,19
Saturday,16-11-2024,46:20.9,Jira,3.52,187197,3,Active,5
Saturday,16-11-2024,47:57.1,Edge,0.99,428987,3,Inactive,60
Saturday,16-11-2024,48:03.0,GitHub Desktop,4.31,153240,1,Inactive,12
Saturday,16-11-2024,49:21.2,GitHub Desktop,4.54,463881,3,Inactive,33
Saturday,16-11-2024,50:40.9,Spotify,0.26,396243,1,Inactive,11
Saturday,16-11-2024,51:48.5,Postman,4.24,586220,3,Active,27
Saturday,16-11-2024,52:45.8,Netflix,3.26,341801,3,Active,8
Saturday,16-11-2024,53:00.4,Zoom,4.79,752256,1,Inactive,54
Saturday,16-11-2024,54:46.0,Postman,3.48,707102,1,Active,22
Saturday,16-11-2024,55:22.1,Microsoft Teams,4.4,549218,1,Inactive,9
Saturday,16-11-2024,56:04.6,Zoom,3.17,198351,1,Inactive,44
Saturday,16-11-2024,57:39.9,GitHub Desktop,4.8,476621,2,Active,28
Saturday,16-11-2024,58:43.6,Spotify,0.82,478898,2,Active,7
Saturday,16-11-2024,59:03.4,Git,2.89,705666,1,Active,30
Saturday,16-11-2024,00:36.4,Outlook,0.39,673293,2,Inactive,35
Saturday,16-11-2024,01:16.0,IntelliJ IDEA,4.98,625288,2,Active,50
Saturday,16-11-2024,02:56.2,Postman,2.89,403013,2,Inactive,60
Saturday,16-11-2024,03:14.0,VSCode,2.02,580747,2,Active,26
Saturday,16-11-2024,04:20.0,Postman,0.89,464840,1,Active,36
Saturday,16-11-2024,05:13.4,Spotify,1.35,510164,1,Inactive,11
Saturday,16-11-2024,06:29.6,Jira,1,164118,3,Active,47
Saturday,16-11-2024,07:36.7,Edge,1.17,332073,2,Inactive,59
Saturday,16-11-2024,08:06.1,VSCode,3.71,133500,3,Active,46
Saturday,16-11-2024,09:57.9,Notepad++,4.21,148648,2,Active,5
Saturday,16-11-2024,10:40.8,Outlook,2.82,534115,3,Inactive,20
Saturday,16-11-2024,11:00.2,Chrome,0.53,511652,2,Active,55
Saturday,16-11-2024,12:08.6,VSCode,1.48,450760,2,Inactive,53
Saturday,16-11-2024,13:56.6,Outlook,3.97,669408,2,Inactive,59
Saturday,16-11-2024,14:36.9,GitHub Desktop,0.53,722245,3,Inactive,24
Saturday,16-11-2024,15:10.4,Microsoft Teams,1.23,351940,2,Active,56
Saturday,16-11-2024,16:00.9,Edge,2.34,470905,3,Active,9
Saturday,16-11-2024,17:16.5,Figma,4.46,724781,1,Active,33
Saturday,16-11-2024,18:07.1,Netflix,4.23,336610,3,Active,16
Saturday,16-11-2024,19:12.5,GitHub Desktop,0.58,737528,3,Active,9
Saturday,16-11-2024,20:23.0,Windows Terminal,3.95,647622,3,Inactive,51
Saturday,16-11-2024,21:00.7,Netflix,2.87,554803,1,Active,37
Saturday,16-11-2024,22:27.2,Outlook,1.92,676966,3,Active,51
Saturday,16-11-2024,23:37.9,Spotify,2.89,586277,3,Inactive,15
Saturday,16-11-2024,24:45.7,Chrome,1.97,641866,1,Active,53
Saturday,16-11-2024,25:49.4,IntelliJ IDEA,2.45,733207,1,Active,40
Saturday,16-11-2024,26:24.6,Edge,2.59,710150,2,Active,56
Saturday,16-11-2024,27:32.3,Spotify,4.81,426098,1,Active,37
Saturday,16-11-2024,28:08.2,Git,0.9,156596,1,Active,44
Saturday,16-11-2024,29:18.6,Edge,3.16,339744,1,Active,8
Saturday,16-11-2024,30:16.1,Jira,1.47,392302,3,Active,51
Saturday,16-11-2024,31:09.0,Windows Terminal,3.76,169246,2,Inactive,41
Saturday,16-11-2024,32:38.7,Postman,3.54,232679,3,Active,13
Saturday,16-11-2024,33:02.7,Postman,4.9,390453,3,Active,19
Saturday,16-11-2024,34:54.1,Edge,3.61,622219,2,Active,49
Saturday,16-11-2024,35:56.1,IntelliJ IDEA,1.93,303385,1,Active,37
Saturday,16-11-2024,36:05.4,Spotify,4.44,526936,2,Inactive,17
Saturday,16-11-2024,37:00.7,Microsoft Teams,1.79,723767,1,Inactive,34
Saturday,16-11-2024,38:29.4,Discord,4.53,200614,3,Active,13
Saturday,16-11-2024,39:49.1,VSCode,3.29,727273,1,Inactive,48
Saturday,16-11-2024,40:56.9,Slack,2.4,496487,3,Active,60
Saturday,16-11-2024,41:10.6,Windows Terminal,1.17,130588,2,Active,58
Saturday,16-11-2024,42:47.6,Jira,0.43,505903,2,Active,14
Saturday,16-11-2024,43:36.1,Postman,4.7,540191,2,Active,37
Saturday,16-11-2024,44:03.4,Discord,2.83,486478,2,Inactive,34
Saturday,16-11-2024,45:48.9,Microsoft Teams,1.98,513140,1,Active,41
Saturday,16-11-2024,46:32.8,Discord,1.87,163380,2,Inactive,54
Saturday,16-11-2024,47:48.8,Jira,1.57,137935,2,Inactive,30
Saturday,16-11-2024,48:12.7,Zoom,3.06,297724,3,Active,41
Saturday,16-11-2024,49:26.4,VSCode,1.58,733883,2,Active,34
Saturday,16-11-2024,50:12.1,GitHub Desktop,1.99,554914,1,Active,23
Saturday,16-11-2024,51:09.3,Postman,3.95,797790,1,Inactive,46
Saturday,16-11-2024,52:35.7,Spotify,1.41,258655,1,Active,39
Saturday,16-11-2024,53:47.5,Chrome,3.73,527361,1,Active,51
Saturday,16-11-2024,54:20.0,Slack,3.32,698625,3,Inactive,21
Saturday,16-11-2024,55:14.2,Outlook,1.76,351052,1,Inactive,34
Saturday,16-11-2024,56:11.9,Netflix,3.37,482384,3,Active,19
Saturday,16-11-2024,57:15.3,Postman,4.75,136421,3,Active,9
Saturday,16-11-2024,58:05.7,Netflix,4.26,654698,2,Inactive,6
Saturday,16-11-2024,59:23.8,Jira,1.91,589584,3,Inactive,49
Saturday,16-11-2024,00:36.7,Jira,2.55,575562,2,Inactive,51
Saturday,16-11-2024,01:50.0,Spotify,4.74,478003,1,Inactive,28
Saturday,16-11-2024,02:36.5,Jira,2.03,723532,3,Inactive,56
Saturday,16-11-2024,03:04.5,Postman,4.54,232616,1,Active,26
Saturday,16-11-2024,04:18.4,VSCode,2.72,108304,3,Inactive,58
Saturday,16-11-2024,05:59.6,Zoom,2.59,458288,1,Inactive,43
Saturday,16-11-2024,06:09.3,Netflix,2.92,516363,2,Inactive,16
Saturday,16-11-2024,07:07.9,IntelliJ IDEA,0.17,389599,1,Active,28
Saturday,16-11-2024,08:49.8,Chrome,1.4,503498,1,Inactive,8
Saturday,16-11-2024,09:43.0,Jira,3.29,711866,1,Active,55
Saturday,16-11-2024,10:57.2,Notepad++,4.1,415618,2,Inactive,18
Saturday,16-11-2024,11:45.8,Microsoft Teams,2.32,532694,1,Inactive,19
Saturday,16-11-2024,12:07.0,VSCode,0.25,776978,3,Active,36
Saturday,16-11-2024,13:33.9,Netflix,4.61,248990,1,Active,28
Saturday,16-11-2024,14:46.6,Figma,0.55,684037,2,Inactive,15
Saturday,16-11-2024,15:13.4,Jira,3.72,284778,2,Inactive,21
Saturday,16-11-2024,16:17.9,Git,0.34,621373,1,Active,60
Saturday,16-11-2024,17:42.0,VSCode,3.49,530883,2,Active,19
Saturday,16-11-2024,18:57.5,Figma,2.32,705347,2,Inactive,48
Saturday,16-11-2024,19:20.4,Postman,1.06,103570,1,Inactive,8
Saturday,16-11-2024,20:41.9,Microsoft Teams,4.63,759868,3,Inactive,57
Saturday,16-11-2024,21:09.9,Figma,4.67,165936,1,Inactive,25
Saturday,16-11-2024,22:41.5,Microsoft Teams,0.28,259365,2,Active,51
Saturday,16-11-2024,23:08.1,Zoom,1.01,585610,3,Active,12
Saturday,16-11-2024,24:27.0,Zoom,1.21,701530,3,Active,54
Saturday,16-11-2024,25:58.2,Discord,2.69,758030,3,Active,36
Saturday,16-11-2024,26:11.0,Microsoft Teams,1.07,307739,2,Inactive,27
Saturday,16-11-2024,27:45.2,Windows Terminal,3.9,284560,3,Active,43
Saturday,16-11-2024,28:41.2,Git,3.94,460678,1,Inactive,44
Saturday,16-11-2024,29:22.9,Postman,4.56,255565,1,Active,45
Saturday,16-11-2024,30:44.8,Figma,1.21,745868,1,Active,5
Saturday,16-11-2024,31:18.4,Git,3.49,332846,2,Active,13
Saturday,16-11-2024,32:14.4,Notepad++,0.53,467010,1,Inactive,30
Saturday,16-11-2024,33:06.0,Microsoft Teams,2.8,581416,1,Active,29
Saturday,16-11-2024,34:38.5,Chrome,3.85,266089,1,Inactive,7
Saturday,16-11-2024,35:06.0,Git,0.71,515682,1,Inactive,46
Saturday,16-11-2024,36:55.0,Outlook,1.19,685394,3,Active,50
Saturday,16-11-2024,37:05.9,Git,3.36,760882,2,Inactive,39
Saturday,16-11-2024,38:55.3,Discord,2.44,440065,2,Inactive,13
Saturday,16-11-2024,39:09.2,Postman,4.91,260187,1,Active,50
Saturday,16-11-2024,40:32.0,Chrome,3.8,406222,2,Active,27
Saturday,16-11-2024,41:35.7,Edge,3.62,797307,3,Active,16
Saturday,16-11-2024,42:46.4,Discord,0.38,291931,3,Inactive,18
Saturday,16-11-2024,43:23.7,Microsoft Teams,4.51,354010,3,Inactive,60
Saturday,16-11-2024,44:51.3,Slack,4.29,220313,3,Active,22
Saturday,16-11-2024,45:25.7,Git,1.45,347793,1,Inactive,47
Saturday,16-11-2024,46:20.2,Outlook,4.75,227952,3,Inactive,14
Saturday,16-11-2024,47:00.9,Slack,1.18,504086,1,Inactive,47
Saturday,16-11-2024,48:03.5,Zoom,3.35,340374,3,Inactive,47
Saturday,16-11-2024,49:23.4,Slack,1.64,390297,2,Active,28
Saturday,16-11-2024,50:20.3,Slack,4.02,756627,3,Active,28
Saturday,16-11-2024,51:05.4,Jira,0.45,693731,3,Inactive,26
Saturday,16-11-2024,52:27.3,VSCode,2.89,195760,3,Inactive,42
Saturday,16-11-2024,53:13.6,Spotify,2.31,620776,2,Active,8
Saturday,16-11-2024,54:30.8,VSCode,4.07,119042,2,Active,32
Saturday,16-11-2024,55:10.7,VSCode,0.45,783701,2,Active,13
Saturday,16-11-2024,56:46.7,Slack,0.83,176851,1,Active,53
Saturday,16-11-2024,57:45.5,Discord,2.37,694049,3,Inactive,30
Saturday,16-11-2024,58:02.6,Windows Terminal,2.43,177797,1,Inactive,36
Saturday,16-11-2024,59:57.5,IntelliJ IDEA,0.49,731182,1,Active,33
Saturday,16-11-2024,00:41.4,VSCode,2.36,455591,3,Inactive,46
Saturday,16-11-2024,01:34.4,Netflix,1.26,768364,1,Inactive,17
Saturday,16-11-2024,02:07.6,Slack,3.19,500798,2,Inactive,17
Saturday,16-11-2024,03:01.5,Spotify,0.99,230746,1,Active,15
Saturday,16-11-2024,04:07.6,Slack,1.82,124661,2,Inactive,56
Saturday,16-11-2024,05:24.3,Zoom,2.86,578250,2,Inactive,5
Saturday,16-11-2024,06:45.1,VSCode,0.79,688526,2,Inactive,24
Saturday,16-11-2024,07:19.6,Notepad++,2.53,412207,3,Inactive,42
Saturday,16-11-2024,08:29.0,Zoom,4.44,193351,2,Active,29
Saturday,16-11-2024,09:56.4,Notepad++,3.48,135415,2,Inactive,7
Saturday,16-11-2024,10:01.4,IntelliJ IDEA,1.83,331306,2,Active,7
Saturday,16-11-2024,11:37.8,Discord,4.88,692493,2,Active,34
Saturday,16-11-2024,12:28.1,Chrome,4.43,692899,3,Inactive,13
Saturday,16-11-2024,13:36.7,Discord,1.19,315889,1,Inactive,42
Saturday,16-11-2024,14:29.8,VSCode,0.98,466754,1,Active,38
Saturday,16-11-2024,15:10.5,Notepad++,3.4,547287,2,Active,10
Saturday,16-11-2024,16:54.3,Zoom,4.59,750919,3,Inactive,44
Saturday,16-11-2024,17:25.4,Zoom,2.13,555736,1,Inactive,26
Saturday,16-11-2024,18:48.3,Zoom,3.75,422323,3,Inactive,55
Saturday,16-11-2024,19:04.8,Zoom,3.1,514734,3,Active,53
Saturday,16-11-2024,20:38.3,Jira,1.45,572792,2,Active,41
Saturday,16-11-2024,21:56.3,Notepad++,1.39,651366,3,Active,14
Saturday,16-11-2024,22:14.0,Spotify,2.55,234536,3,Inactive,51
Saturday,16-11-2024,23:59.2,Outlook,3.25,647760,3,Inactive,11
Saturday,16-11-2024,24:15.2,Chrome,4.84,698744,2,Active,8
Saturday,16-11-2024,25:44.2,Chrome,4.32,145457,2,Inactive,24
Saturday,16-11-2024,26:57.9,Windows Terminal,1.8,401009,3,Inactive,28
Saturday,16-11-2024,27:21.5,Edge,4.31,231765,1,Active,5
Saturday,16-11-2024,28:02.3,Jira,2.88,419172,2,Active,14
Saturday,16-11-2024,29:46.6,IntelliJ IDEA,2.88,128716,1,Inactive,11
Saturday,16-11-2024,30:08.8,Chrome,1.1,583887,2,Inactive,60
Saturday,16-11-2024,31:22.6,Discord,1.03,710638,2,Inactive,5
Saturday,16-11-2024,32:36.0,Notepad++,4.86,182713,3,Active,9
Saturday,16-11-2024,33:16.7,Netflix,2.81,298340,2,Inactive,30
Saturday,16-11-2024,34:24.2,Slack,0.46,668369,3,Inactive,8
Saturday,16-11-2024,35:56.2,Zoom,4.46,299747,2,Active,47
Saturday,16-11-2024,36:47.1,Microsoft Teams,4.3,304370,2,Inactive,23
Saturday,16-11-2024,37:11.3,Notepad++,1.12,213017,1,Inactive,19
Saturday,16-11-2024,38:42.5,Notepad++,2.57,789997,2,Active,7
Saturday,16-11-2024,39:35.8,Spotify,3.58,247711,3,Inactive,29
Saturday,16-11-2024,40:48.6,Microsoft Teams,0.85,785578,1,Inactive,33
Saturday,16-11-2024,41:56.3,Slack,2.38,297471,1,Inactive,18
Saturday,16-11-2024,42:53.3,Microsoft Teams,0.86,662625,2,Active,15
Saturday,16-11-2024,43:10.9,Outlook,3.09,393948,2,Inactive,26
Saturday,16-11-2024,44:11.5,Spotify,3.68,267230,1,Active,13
Saturday,16-11-2024,45:33.2,IntelliJ IDEA,0.15,117030,1,Inactive,30
Saturday,16-11-2024,46:36.1,Postman,1.1,110444,1,Active,19
Saturday,16-11-2024,47:12.3,Notepad++,2.4,171010,3,Active,47
Saturday,16-11-2024,48:57.4,Figma,1.89,111226,2,Inactive,14
Saturday,16-11-2024,49:49.5,Netflix,3.78,430499,1,Active,16
Saturday,16-11-2024,50:17.7,Netflix,1.13,182042,1,Active,52
Saturday,16-11-2024,51:37.6,Jira,4.1,278915,1,Active,18
Saturday,16-11-2024,52:17.8,Edge,0.33,666423,2,Inactive,9
Saturday,16-11-2024,53:51.6,VSCode,0.55,270964,1,Active,23
Saturday,16-11-2024,54:03.9,Netflix,0.39,533677,2,Inactive,51
Saturday,16-11-2024,55:49.1,Git,3.25,619246,2,Inactive,31
Saturday,16-11-2024,56:06.7,GitHub Desktop,4.64,152477,2,Inactive,45
Saturday,16-11-2024,57:34.2,Outlook,4.37,562113,1,Inactive,45
Saturday,16-11-2024,58:09.4,Windows Terminal,4.37,167202,1,Active,25
Saturday,16-11-2024,59:38.0,Spotify,1.99,659705,2,Inactive,37
Saturday,16-11-2024,00:46.8,Edge,4.74,609049,1,Active,33
Saturday,16-11-2024,01:36.8,Slack,3.99,204574,1,Active,10
Saturday,16-11-2024,02:03.1,Windows Terminal,2.34,638457,1,Active,49
Saturday,16-11-2024,03:22.7,Outlook,2.14,744025,1,Active,34
Saturday,16-11-2024,04:54.1,Git,1.53,137805,3,Active,43
Saturday,16-11-2024,05:09.4,Chrome,2.98,749515,3,Inactive,49
Saturday,16-11-2024,06:22.2,Spotify,3.7,214705,2,Active,16
Saturday,16-11-2024,07:11.1,Git,4.73,366891,1,Active,40
Saturday,16-11-2024,08:29.2,GitHub Desktop,0.21,403312,1,Active,12
Saturday,16-11-2024,09:24.2,Discord,3.43,373335,3,Inactive,59
Saturday,16-11-2024,10:13.0,Postman,3.73,101580,3,Active,17
Saturday,16-11-2024,11:18.3,Zoom,2.27,119421,2,Inactive,37
Saturday,16-11-2024,12:38.6,Spotify,0.16,587194,1,Active,5
Saturday,16-11-2024,13:55.4,Discord,3.85,466331,1,Inactive,17
Saturday,16-11-2024,14:50.7,Figma,2.53,754221,3,Active,30
Saturday,16-11-2024,15:27.7,Postman,0.88,726768,3,Inactive,31
Saturday,16-11-2024,16:14.3,GitHub Desktop,2.32,622199,2,Inactive,55
Saturday,16-11-2024,17:10.2,Netflix,2.88,118388,2,Active,30
Saturday,16-11-2024,18:22.6,Slack,0.79,733954,1,Active,46
Saturday,16-11-2024,19:23.6,GitHub Desktop,0.84,399722,1,Active,25
Saturday,16-11-2024,20:59.9,Notepad++,1.17,259000,3,Inactive,25
Saturday,16-11-2024,21:48.7,Discord,1.24,356233,2,Active,46
Saturday,16-11-2024,22:26.2,Zoom,3.35,288623,1,Inactive,29
Saturday,16-11-2024,23:04.4,Jira,3.16,128382,3,Inactive,11
Saturday,16-11-2024,24:12.2,Chrome,1.19,664458,1,Active,22
Saturday,16-11-2024,25:36.6,IntelliJ IDEA,3.55,264662,1,Active,16
Saturday,16-11-2024,26:54.2,Chrome,4.75,281294,1,Inactive,52
Saturday,16-11-2024,27:18.5,Chrome,3.59,664476,1,Inactive,39
Saturday,16-11-2024,28:26.6,Git,4.96,412427,1,Active,53
Saturday,16-11-2024,29:37.1,Windows Terminal,1.7,683293,3,Active,29
Saturday,16-11-2024,30:19.3,Edge,4.2,101006,1,Inactive,16
Saturday,16-11-2024,31:37.0,Windows Terminal,4.59,622010,2,Inactive,20
Saturday,16-11-2024,32:53.3,Windows Terminal,1.7,506550,3,Inactive,23
Saturday,16-11-2024,33:55.4,Zoom,3.9,224520,3,Inactive,51
Saturday,16-11-2024,34:08.2,Zoom,3.33,217223,3,Active,50
Saturday,16-11-2024,35:59.5,Edge,0.98,302698,1,Active,24
Saturday,16-11-2024,36:44.1,Microsoft Teams,1.49,741449,2,Active,55
Saturday,16-11-2024,37:07.3,Git,4.69,695960,3,Active,10
Saturday,16-11-2024,38:30.9,Figma,0.85,525985,3,Inactive,41
Saturday,16-11-2024,39:44.6,Chrome,3.29,638640,3,Active,12
Saturday,16-11-2024,40:47.6,VSCode,0.38,552975,2,Inactive,6
Saturday,16-11-2024,41:47.7,GitHub Desktop,3.56,165418,1,Inactive,17
Saturday,16-11-2024,42:47.2,Outlook,1.75,670395,2,Active,60
Saturday,16-11-2024,43:06.0,Spotify,3.2,442504,1,Inactive,20
Saturday,16-11-2024,44:56.6,IntelliJ IDEA,2.79,102003,2,Active,31
Saturday,16-11-2024,45:53.8,GitHub Desktop,3.33,691979,3,Active,8
Saturday,16-11-2024,46:28.4,Outlook,3.52,271981,2,Inactive,20
Saturday,16-11-2024,47:54.2,GitHub Desktop,4.23,316855,3,Inactive,48
Saturday,16-11-2024,48:50.9,Postman,1.15,607146,2,Active,37
Saturday,16-11-2024,49:21.7,Chrome,4.43,668675,2,Active,30
Saturday,16-11-2024,50:29.1,IntelliJ IDEA,2.23,419504,1,Active,9
Saturday,16-11-2024,51:12.2,Windows Terminal,3.98,310894,1,Active,11
Saturday,16-11-2024,52:43.6,Windows Terminal,3.68,334677,2,Active,34
Saturday,16-11-2024,53:47.6,Slack,2.69,441171,3,Active,30
Saturday,16-11-2024,54:57.5,Git,1.99,782248,1,Inactive,53
Saturday,16-11-2024,55:40.8,Netflix,4.15,275162,1,Active,59
Saturday,16-11-2024,56:41.9,Jira,1.31,178706,3,Active,34
Saturday,16-11-2024,57:38.5,Notepad++,0.67,627609,3,Active,27
Saturday,16-11-2024,58:37.4,Outlook,3.25,667298,3,Inactive,27
Saturday,16-11-2024,59:42.5,GitHub Desktop,3.7,117444,3,Active,49
Saturday,16-11-2024,00:25.4,Netflix,3.51,518647,3,Inactive,53
Saturday,16-11-2024,01:10.6,Netflix,2.92,198776,1,Inactive,33
Saturday,16-11-2024,02:13.3,Windows Terminal,3.01,270401,2,Inactive,19
Saturday,16-11-2024,03:38.3,Notepad++,3.18,109471,2,Inactive,13
Saturday,16-11-2024,04:37.9,VSCode,2.28,757878,2,Active,53
Saturday,16-11-2024,05:39.4,Notepad++,2.99,419304,1,Inactive,41
Saturday,16-11-2024,06:39.4,Git,0.21,104034,3,Inactive,24
Saturday,16-11-2024,07:43.7,Git,1.35,469039,3,Inactive,30
Saturday,16-11-2024,08:17.1,Windows Terminal,1.05,737809,3,Inactive,12
Saturday,16-11-2024,09:26.5,IntelliJ IDEA,1.52,580599,3,Inactive,18
Saturday,16-11-2024,10:25.8,Outlook,4.06,212006,2,Inactive,54
Saturday,16-11-2024,11:37.6,VSCode,1.4,431388,1,Active,47
Saturday,16-11-2024,12:40.5,Discord,4.39,442535,1,Active,58
